title,studio,domestic_gross_x,foreign_gross,year,id_x,release_date,movie,production_budget,domestic_gross_y,worldwide_gross,id_y,rating,genre,director,writer,runtime
Inception,WB,292600000.0,535700000,2010,38,"Jul 16, 2010",Inception,"$160,000,000","$292,576,195","$835,524,642",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Due Date,WB,100500000.0,111200000,2010,84,"Nov 5, 2010",Due Date,"$65,000,000","$100,539,043","$211,739,043",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Yogi Bear,WB,100200000.0,101300000,2010,62,"Dec 17, 2010",Yogi Bear,"$80,000,000","$100,246,011","$204,774,690",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
The Book of Eli,WB,94800000.0,62300000,2010,64,"Jan 15, 2010",The Book of Eli,"$80,000,000","$94,835,059","$158,750,817",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
The Town,WB,92200000.0,61800000,2010,92,"Sep 17, 2010",The Town,"$37,000,000","$92,186,262","$152,566,881",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Legend of the Guardians: The Owls of Ga'Hoole,WB,55700000.0,84400000,2010,90,"Sep 24, 2010",Legend of the Guardians: The Owls of Ga'Hoole,"$100,000,000","$55,675,313","$139,716,717",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Cats & Dogs: The Revenge of Kitty Galore,WB,43600000.0,68900000,2010,17,"Jul 30, 2010",Cats & Dogs: The Revenge of Kitty Galore,"$85,000,000","$43,585,753","$113,026,383",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Life as We Know It,WB,53400000.0,52300000,2010,64,"Oct 8, 2010",Life as We Know It,"$38,000,000","$53,374,681","$105,887,837",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Hereafter,WB,32700000.0,72500000,2010,61,"Oct 15, 2010",Hereafter,"$50,000,000","$32,746,941","$108,660,270",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Edge of Darkness,WB,43300000.0,37800000,2010,8,"Jan 29, 2010",Edge of Darkness,"$60,000,000","$43,313,890","$82,812,456",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Cop Out,WB,44900000.0,10700000,2010,99,"Feb 26, 2010",Cop Out,"$37,000,000","$44,875,481","$55,909,910",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
The Losers,WB,23600000.0,5800000,2010,44,"Apr 23, 2010",The Losers,"$25,000,000","$23,591,432","$29,863,840",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Splice,WB,17000000.0,9800000,2010,63,"Jun 4, 2010",Splice,"$30,000,000","$17,010,170","$28,542,494",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Jonah Hex,WB,10500000.0,356000,2010,40,"Jun 18, 2010",Jonah Hex,"$47,000,000","$10,547,117","$11,022,696",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Flipped,WB,1800000.0,,2010,22,"Aug 6, 2010",Flipped,"$14,000,000","$1,755,212","$4,289,993",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
The Hangover Part II,WB,254500000.0,332300000,2011,39,"May 26, 2011",The Hangover Part II,"$80,000,000","$254,464,305","$586,464,305",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Sherlock Holmes: A Game of Shadows,WB,186800000.0,358600000,2011,69,"Dec 16, 2011",Sherlock Holmes: A Game of Shadows,"$125,000,000","$186,848,418","$535,663,443",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Green Lantern,WB,116600000.0,103300000,2011,62,"Jun 17, 2011",Green Lantern,"$200,000,000","$116,601,172","$219,535,492",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Happy Feet Two,WB,64000000.0,86400000,2011,33,"Nov 18, 2011",Happy Feet Two,"$135,000,000","$64,006,466","$157,956,466",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Contagion,WB,75700000.0,59800000,2011,71,"Sep 9, 2011",Contagion,"$60,000,000","$75,658,097","$137,551,594",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Unknown,WB,63700000.0,67099999,2011,21,"Feb 18, 2011",Unknown,"$40,000,000","$63,686,397","$136,123,083",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Unknown,WB,63700000.0,67099999,2011,84,"Nov 3, 2006",Unknown,"$3,700,000","$26,403","$3,355,048",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Dolphin Tale,WB,72300000.0,23100000,2011,93,"Sep 23, 2011",Dolphin Tale,"$37,000,000","$72,286,779","$96,068,724",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Sucker Punch,WB,36400000.0,53400000,2011,62,"Mar 25, 2011",Sucker Punch,"$75,000,000","$36,392,502","$89,758,389",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Red Riding Hood,WB,37700000.0,51500000,2011,55,"Mar 11, 2011",Red Riding Hood,"$42,000,000","$37,662,162","$91,678,442",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
J. Edgar,WB,37300000.0,47600000,2011,76,"Nov 9, 2011",J. Edgar,"$35,000,000","$37,306,030","$84,606,030",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Something Borrowed,WB,39000000.0,21100000,2011,72,"May 6, 2011",Something Borrowed,"$35,000,000","$39,046,489","$65,084,116",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
A Very Harold & Kumar 3D Christmas,WB,35100000.0,326000,2011,53,"Nov 4, 2011",A Very Harold & Kumar 3D Christmas,"$20,000,000","$35,061,031","$36,265,745",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
The Dark Knight Rises,WB,448100000.0,636800000,2012,11,"Jul 20, 2012",The Dark Knight Rises,"$275,000,000","$448,139,099","$1,084,439,099",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Wrath of the Titans,WB,83700000.0,221600000,2012,87,"Mar 30, 2012",Wrath of the Titans,"$150,000,000","$83,670,083","$305,270,083",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Dark Shadows,WB,79700000.0,165800000,2012,89,"May 11, 2012",Dark Shadows,"$150,000,000","$79,727,149","$238,202,668",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Argo,WB,136000000.0,96300000,2012,27,"Oct 12, 2012",Argo,"$44,500,000","$136,025,503","$227,140,757",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Magic Mike,WB,113700000.0,53500000,2012,88,"Jun 29, 2012",Magic Mike,"$7,000,000","$113,721,571","$170,549,753",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Cloud Atlas,WB,27100000.0,103400000,2012,63,"Oct 26, 2012",Cloud Atlas,"$102,000,000","$27,108,272","$130,673,154",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
The Campaign,WB,86900000.0,18000000,2012,18,"Aug 10, 2012",The Campaign,"$95,000,000","$86,907,746","$104,907,746",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Project X,WB,54700000.0,48000000,2012,58,"Mar 2, 2012",Project X,"$12,000,000","$54,731,865","$103,028,188",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
The Lucky One,WB,60500000.0,38900000,2012,87,"Apr 20, 2012",The Lucky One,"$25,000,000","$60,457,138","$96,633,833",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Trouble with the Curve,WB,35800000.0,13200000,2012,18,"Sep 21, 2012",Trouble with the Curve,"$60,000,000","$35,763,137","$47,818,913",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Chernobyl Diaries,WB,18100000.0,19000000,2012,18,"May 25, 2012",Chernobyl Diaries,"$1,000,000","$18,119,640","$42,411,721",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Joyful Noise,WB,30900000.0,226000,2012,86,"Jan 13, 2012",Joyful Noise,"$27,500,000","$30,932,113","$31,157,914",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
The Apparition,WB,4900000.0,4700000,2012,4,"Aug 24, 2012",The Apparition,"$17,000,000","$4,936,819","$10,637,281",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Gravity,WB,274100000.0,449100000,2013,16,"Oct 4, 2013",Gravity,"$110,000,000","$274,092,705","$693,698,673",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Man of Steel,WB,291000000.0,377000000,2013,29,"Jun 14, 2013",Man of Steel,"$225,000,000","$291,045,518","$667,999,518",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Pacific Rim,WB,101800000.0,309200000,2013,72,"Jul 12, 2013",Pacific Rim,"$190,000,000","$101,802,906","$411,002,906",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Prisoners,WB,61000000.0,61100000,2013,48,"Sep 20, 2013",Prisoners,"$46,000,000","$61,002,302","$113,402,302",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Gangster Squad,WB,46000000.0,59200000,2013,4,"Jan 11, 2013",Gangster Squad,"$60,000,000","$46,000,903","$104,100,903",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Grudge Match,WB,29800000.0,15100000,2013,77,"Dec 25, 2013",Grudge Match,"$40,000,000","$29,807,260","$69,807,260",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Bullet to the Head,WB,9500000.0,,2013,42,"Feb 1, 2013",Bullet to the Head,"$55,000,000","$9,489,829","$22,597,969",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
American Sniper,WB,350100000.0,197300000,2014,57,"Dec 25, 2014",American Sniper,"$58,000,000","$350,126,372","$547,326,372",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Edge of Tomorrow,WB,100200000.0,270300000,2014,95,"Jun 6, 2014",Edge of Tomorrow,"$178,000,000","$100,206,256","$370,541,256",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Blended,WB,46300000.0,81700000,2014,90,"May 23, 2014",Blended,"$45,000,000","$46,290,741","$127,990,741",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Horrible Bosses 2,WB,54400000.0,53200000,2014,31,"Nov 26, 2014",Horrible Bosses 2,"$40,000,000","$54,445,357","$105,945,357",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Transcendence,WB,23000000.0,80000000,2014,2,"Apr 18, 2014",Transcendence,"$100,000,000","$23,022,309","$103,039,258",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
The Judge,WB,47100000.0,37300000,2014,41,"Oct 10, 2014",The Judge,"$50,000,000","$47,119,388","$76,119,388",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Jersey Boys,WB,47000000.0,20600000,2014,43,"Jun 20, 2014",Jersey Boys,"$40,000,000","$47,047,013","$65,282,732",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Dolphin Tale 2,WB,42000000.0,15800000,2014,12,"Sep 12, 2014",Dolphin Tale 2,"$36,000,000","$42,024,533","$57,824,533",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
This is Where I Leave You,WB,34300000.0,7000000,2014,57,"Sep 19, 2014",This is Where I Leave You,"$20,000,000","$34,296,320","$41,296,320",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Inherent Vice,WB,8100000.0,6600000,2014,56,"Dec 12, 2014",Inherent Vice,"$20,000,000","$8,110,975","$14,772,346",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Veronica Mars,WB,3300000.0,195000,2014,63,"Mar 14, 2014",Veronica Mars,"$6,000,000","$3,322,127","$3,485,383",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Mad Max: Fury Road,WB,153600000.0,224800000,2015,75,"May 15, 2015",Mad Max: Fury Road,"$150,000,000","$153,636,354","$370,098,020",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
The Intern,WB,75800000.0,118800000,2015,6,"Sep 25, 2015",The Intern,"$40,000,000","$75,764,672","$197,115,710",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Jupiter Ascending,WB,47400000.0,136600000,2015,91,"Feb 6, 2015",Jupiter Ascending,"$179,000,000","$47,482,519","$181,982,519",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Pan,WB,35100000.0,93300000,2015,93,"Oct 9, 2015",Pan,"$150,000,000","$35,088,320","$151,525,973",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Magic Mike XXL,WB,66000000.0,56500000,2015,66,"Jul 1, 2015",Magic Mike XXL,"$14,500,000","$66,013,057","$123,660,597",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Get Hard,WB,90400000.0,21400000,2015,97,"Mar 27, 2015",Get Hard,"$40,000,000","$90,411,453","$106,511,453",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
The Man From U.N.C.L.E.,WB,45400000.0,64400000,2015,55,"Aug 14, 2015",The Man From U.N.C.L.E.,"$75,000,000","$45,445,109","$104,949,584",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Black Mass,WB,62600000.0,37200000,2015,59,"Sep 18, 2015",Black Mass,"$53,000,000","$62,575,678","$98,837,872",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
In the Heart of the Sea,WB,25000000.0,68900000,2015,1,"Dec 11, 2015",In the Heart of the Sea,"$100,000,000","$25,020,758","$89,693,309",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Run All Night,WB,26500000.0,45200000,2015,70,"Mar 13, 2015",Run All Night,"$50,000,000","$26,461,644","$66,961,644",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Entourage,WB,32400000.0,16900000,2015,30,"Jun 3, 2015",Entourage,"$30,000,000","$32,363,404","$46,438,538",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
The Water Diviner,WB,4200000.0,34000000,2015,4,"Apr 24, 2015",The Water Diviner,"$22,500,000","$4,200,117","$31,054,727",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
The 33,WB,12200000.0,12700000,2015,78,"Nov 13, 2015",The 33,"$25,000,000","$12,227,722","$28,400,715",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
We Are Your Friends,WB,3600000.0,7500000,2015,20,"Aug 28, 2015",We Are Your Friends,"$2,000,000","$3,591,417","$10,153,415",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Batman v Superman: Dawn of Justice,WB,330400000.0,543300000,2016,18,"Mar 25, 2016",Batman v Superman: Dawn of Justice,"$250,000,000","$330,360,194","$867,500,281",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Suicide Squad,WB,325100000.0,421700000,2016,100,"Aug 5, 2016",Suicide Squad,"$175,000,000","$325,100,054","$746,059,887",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
The Legend of Tarzan,WB,126600000.0,230100000,2016,88,"Jul 1, 2016",The Legend of Tarzan,"$180,000,000","$126,643,061","$348,902,025",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Sully,WB,125100000.0,115700000,2016,50,"Sep 9, 2016",Sully,"$60,000,000","$125,070,033","$238,524,556",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Storks,WB,72700000.0,110700000,2016,15,"Sep 23, 2016",Storks,"$70,000,000","$72,679,278","$183,353,431",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
The Accountant,WB,86300000.0,68900000,2016,100,"Oct 14, 2016",The Accountant,"$40,000,000","$86,260,045","$152,962,083",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
War Dogs,WB,43000000.0,43200000,2016,45,"Aug 19, 2016",War Dogs,"$50,000,000","$43,034,523","$86,234,503",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
The Nice Guys,WB,36300000.0,26500000,2016,56,"May 20, 2016",The Nice Guys,"$50,000,000","$36,261,763","$59,596,747",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Midnight Special,WB,3700000.0,2500000,2016,35,"Mar 18, 2016",Midnight Special,"$18,000,000","$3,712,282","$7,680,250",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Wonder Woman,WB,412600000.0,409300000,2017,55,"Jun 2, 2017",Wonder Woman,"$150,000,000","$412,563,408","$821,133,378",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Justice League,WB,229000000.0,428900000,2017,9,"Nov 17, 2017",Justice League,"$300,000,000","$229,024,295","$655,945,209",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Kong: Skull Island,WB,168100000.0,398600000,2017,78,"Mar 10, 2017",Kong: Skull Island,"$185,000,000","$168,052,812","$561,072,059",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Dunkirk,WB,188000000.0,337200000,2017,69,"Jul 21, 2017",Dunkirk,"$150,000,000","$190,068,280","$499,837,368",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Blade Runner 2049,WB,92100000.0,167200000,2017,80,"Oct 6, 2017",Blade Runner 2049,"$185,000,000","$92,054,159","$259,357,408",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Geostorm,WB,33700000.0,187900000,2017,99,"Oct 20, 2017",Geostorm,"$100,000,000","$33,700,160","$220,796,009",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
King Arthur: Legend of the Sword,WB,39200000.0,109500000,2017,11,"May 12, 2017",King Arthur: Legend of the Sword,"$175,000,000","$39,175,066","$139,630,336",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
"Everything, Everything",WB,34100000.0,27500000,2017,70,"May 19, 2017","Everything, Everything","$10,000,000","$34,121,140","$61,603,136",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Father Figures,WB,17500000.0,8100000,2017,56,"Dec 22, 2017",Father Figures,"$25,000,000","$17,501,244","$21,038,441",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Aquaman,WB,335100000.0,812700000,2018,36,"Dec 21, 2018",Aquaman,"$160,000,000","$335,061,807","$1,146,894,640",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Fantastic Beasts: The Crimes of Grindelwald,WB,159600000.0,494100000,2018,60,"Nov 16, 2018",Fantastic Beasts: The Crimes of Grindelwald,"$200,000,000","$159,555,901","$652,220,086",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Ready Player One,WB,137700000.0,445200000,2018,78,"Mar 29, 2018",Ready Player One,"$150,000,000","$137,690,172","$579,290,136",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
The Meg,WB,145400000.0,384800000,2018,94,"Aug 10, 2018",The Meg,"$178,000,000","$145,443,742","$529,530,715",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Tomb Raider,WB,58300000.0,216400000,2018,70,"Mar 16, 2018",Tomb Raider,"$90,000,000","$58,250,803","$273,477,501",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Crazy Rich Asians,WB,174500000.0,64000000,2018,38,"Aug 15, 2018",Crazy Rich Asians,"$30,000,000","$174,532,921","$238,099,711",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Smallfoot,WB,83200000.0,130900000,2018,69,"Sep 28, 2018",Smallfoot,"$80,000,000","$83,240,103","$213,691,277",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
The Mule,WB,103800000.0,68700000,2018,100,"Dec 14, 2018",The Mule,"$50,000,000","$103,804,407","$170,857,676",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
12 Strong,WB,45800000.0,21600000,2018,64,"Jan 19, 2018",12 Strong,"$35,000,000","$45,819,713","$71,118,378",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
The 15:17 to Paris,WB,36300000.0,20800000,2018,23,"Feb 9, 2018",The 15:17 to Paris,"$30,000,000","$36,276,286","$56,096,200",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
Teen Titans Go! To The Movies,WB,29800000.0,22300000,2018,84,"Jul 27, 2018",Teen Titans Go! To The Movies,"$10,000,000","$29,790,236","$51,620,593",611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,137 minutes
The Chronicles of Narnia: The Voyage of the Dawn Treader,Fox,104400000.0,311300000,2010,48,"Dec 10, 2010",The Chronicles of Narnia: The Voyage of the Dawn Treader,"$155,000,000","$104,386,950","$418,186,950",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Gulliver's Travels,Fox,42800000.0,194600000,2010,13,"Dec 25, 2010",Gulliver's Travels,"$112,000,000","$42,779,261","$232,017,848",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
The A-Team,Fox,77200000.0,100000000,2010,32,"Jun 11, 2010",The A-Team,"$110,000,000","$77,222,099","$177,241,171",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Unstoppable,Fox,81600000.0,86200000,2010,19,"Nov 12, 2010",Unstoppable,"$95,000,000","$81,562,942","$165,720,921",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Date Night,Fox,98700000.0,53600000,2010,99,"Apr 9, 2010",Date Night,"$55,000,000","$98,711,404","$152,269,033",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Predators,Fox,52000000.0,75200000,2010,35,"Jul 9, 2010",Predators,"$40,000,000","$52,000,688","$127,234,389",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Tooth Fairy,Fox,60000000.0,52400000,2010,23,"Jan 22, 2010",Tooth Fairy,"$48,000,000","$60,022,256","$112,610,386",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Love and Other Drugs,Fox,32400000.0,70500000,2010,29,"Nov 24, 2010",Love and Other Drugs,"$30,000,000","$32,367,005","$102,716,321",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Marmaduke,Fox,33600000.0,50100000,2010,59,"Jun 4, 2010",Marmaduke,"$50,000,000","$33,644,788","$89,895,930",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Vampires Suck,Fox,36700000.0,43900000,2010,49,"Aug 18, 2010",Vampires Suck,"$20,000,000","$36,661,504","$81,424,988",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Diary of a Wimpy Kid,Fox,64000000.0,11700000,2010,13,"Mar 19, 2010",Diary of a Wimpy Kid,"$15,000,000","$64,003,625","$76,954,311",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Machete,Fox,26600000.0,17500000,2010,18,"Sep 3, 2010",Machete,"$12,500,000","$26,593,646","$46,370,970",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Ramona and Beezus,Fox,26200000.0,1100000,2010,60,"Jul 23, 2010",Ramona and Beezus,"$15,000,000","$26,167,002","$27,469,621",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Rio,Fox,143600000.0,341000000,2011,46,"Apr 15, 2011",Rio,"$90,000,000","$143,619,809","$487,519,809",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Rise of the Planet of the Apes,Fox,176800000.0,305000000,2011,31,"Aug 5, 2011",Rise of the Planet of the Apes,"$93,000,000","$176,760,185","$470,986,200",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
X-Men: First Class,Fox,146400000.0,207200000,2011,42,"Jun 3, 2011",X-Men: First Class,"$160,000,000","$146,408,305","$355,408,305",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Alvin and the Chipmunks: Chipwrecked,Fox,133100000.0,209600000,2011,49,"Dec 16, 2011",Alvin and the Chipmunks: Chipwrecked,"$80,000,000","$133,107,389","$349,088,523",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
In Time,Fox,37500000.0,136400000,2011,74,"Oct 28, 2011",In Time,"$35,000,000","$37,553,932","$165,103,952",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
We Bought a Zoo,Fox,75600000.0,44500000,2011,14,"Dec 23, 2011",We Bought a Zoo,"$50,000,000","$75,624,550","$118,729,073",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
