title,studio,domestic_gross_x,foreign_gross,year,id_x,release_date,movie,production_budget,domestic_gross_y,worldwide_gross,id_y,rating,genre,director,writer,runtime
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1536,R,Comedy,Tamra Davis,Chris Rock|Nelson George|Robert LoCash,88 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1539,R,Art House and International|Comedy|Drama|Mystery and Suspense,Stephen Gyllenhaal,Nicholas Kazan|Stephen Gyllenhaal,102 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1540,PG,Action and Adventure|Drama|Mystery and Suspense,Don Siegel,,103 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1547,PG,Drama|Mystery and Suspense,Andrew Birkin,Andrew Birkin,107 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1549,NR,Art House and International|Classics|Drama,,,97 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1550,NR,Action and Adventure|Drama,Ralph Habib|Lee Robinson,,93 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1555,G,Classics|Comedy|Musical and Performing Arts|Western,Elliot Silverstein|Elliott Silverstein,Walter Newman|Roy Chanslor|Frank Pierson,97 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1557,NR,Art House and International|Drama,,,87 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1565,NR,Documentary,,,60 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1568,R,Action and Adventure|Western,Sergio Sollima,Sergio Sollima|Sergio Donati,84 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1570,PG,Drama|Science Fiction and Fantasy,Fred Schepisi,"Chip Proser|Charles ""Chip"" Proser",101 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1572,PG,Drama|Musical and Performing Arts,Michael Apted,Tom Rickman|Thomas Rickman,125 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1573,NR,Documentary,Daston Kalili,Jessica Cauffiel|Daston Kalili,71 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1575,NR,Action and Adventure|Western,William Witney|John English,Rex Taylor Smith|Sol Shore|Franklin Adreon|Ronald Davidson|Barry Shipman,196 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1577,PG,Drama|Musical and Performing Arts,Steve Rash,Robert Gittler,113 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1582,R,Action and Adventure|Art House and International,,Michael Lester,101 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1583,G,Art House and International|Drama,Casper Wrede|Caspar Wrede,Ronald Harwood,100 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1584,NR,Action and Adventure|Drama,Michael Thornhill,,91 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1586,R,Drama|Mystery and Suspense,Joseph Ruben,Ian McEwan,87 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1588,PG-13,Action and Adventure|Drama|Mystery and Suspense,Christopher Nolan,Jonathan Nolan|Christopher Nolan,130 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1597,R,Action and Adventure|Comedy|Horror|Romance,John Landis,Michael Wolk,113 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1599,NR,Art House and International|Horror|Mystery and Suspense,Lucio Fulci,Lucio Fulci,85 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1603,R,Drama,John Byrum,John Byrum,100 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1604,G,Animation|Art House and International|Kids and Family,Alan Bunce,,75 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1605,R,Drama,Beth B,,90 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1607,NR,Comedy,,Bohumil Hrabal,85 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1609,NR,Art House and International,Peque Gallaga,,195 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1611,PG-13,Art House and International|Drama|Mystery and Suspense|Romance,Julian Jarrold,Trevor De Silva|Kevin Hood,97 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1612,PG-13,Comedy|Romance,Andrew Gallerani,Stan Williamson,104 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1613,NR,Drama|Mystery and Suspense|Television,Robert Greenwald,Rose Leiman Goldemberg,95 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1615,PG,Art House and International|Drama,,Suzanne Schiffman|Jean Gruault|Jan Dawson,95 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1616,PG,Classics|Drama|Mystery and Suspense,Arthur Ripley,Philip Yordan,86 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1623,R,Comedy|Drama,Vondie Curtis-Hall,Vondie Curtis-Hall,91 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1624,PG,Classics|Science Fiction and Fantasy,Boris Sagal,,99 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1626,NR,Art House and International|Comedy|Horror|Mystery and Suspense,Cheol-su Park,,99 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1627,R,Drama|Mystery and Suspense,Spike Lee,Richard Price|Spike Lee,129 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1628,R,Comedy|Drama|Romance,Luis Mandoki,Al Franken|Ronald Bass|Susan Shilliday,124 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1629,NR,Art House and International|Drama,Hong Sang-soo,Hong Sang-soo,86 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1630,NR,Classics|Comedy|Romance,Paul Wendkos,Gabrielle Upton,95 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1631,NR,Art House and International|Mystery and Suspense,Antonio Bonifacio,,88 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1632,R,Drama|Mystery and Suspense,Gary Fleder,David Klass,117 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1633,NR,Art House and International|Drama,Tian Zhuangzhuang,Rui Zhang,88 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1636,PG,Drama|Special Interest|Sports and Fitness,Charles Sturridge,Charles Sturridge|Tim Sullivan,112 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1640,PG-13,Comedy,Deborah Brock,Jed Horovitz|Deborah Brock,94 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1641,PG,Action and Adventure|Comedy|Kids and Family,Sean McNamara,Sean McNamara|Jeff Phillips,93 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1642,NR,Classics|Comedy|Drama,Richard Quine,Arthur Carter|Blake Edwards|Jed Harris,105 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1644,PG-13,Action and Adventure|Drama|Western,Lawrence Kasdan,Mark Kasdan|Lawrence Kasdan,133 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1647,PG,Action and Adventure|Classics|Drama|Mystery and Suspense,Terence Young,,125 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1650,NR,Science Fiction and Fantasy,Terry Marcel,Terry Marcel,94 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1651,R,Art House and International|Drama,Atom Egoyan,Atom Egoyan,104 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1653,NR,Drama,Kira Muratova,Natalya Ryazantseva,97 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1654,PG,Action and Adventure|Drama|Mystery and Suspense,Gordon Douglas,,83 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1655,NR,Action and Adventure|Art House and International|Mystery and Suspense,Ravi Chopra,,142 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1656,R,Drama,Frank Whaley,Frank Whaley,101 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1657,NR,Action and Adventure,Dante Lam,Ji Feng,141 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1659,NR,Mystery and Suspense,Jean Negulesco,Frank Gruber,95 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1660,NR,Science Fiction and Fantasy,David MacDonald,,76 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1661,NR,Art House and International|Drama,,Jacques Fieschi|Bernard Minoret,97 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1663,NR,Comedy,Dick Maas,Dick Maas,111 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1667,PG-13,Comedy|Horror|Science Fiction and Fantasy,Thom Eberhardt,Thom Eberhardt,95 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1668,NR,Comedy|Drama|Musical and Performing Arts,,,100 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1672,NR,Classics|Comedy|Western,George Marshall,Felix Jackson|Gertrude Purcell|Henry Myers,94 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1673,R,Action and Adventure|Comedy|Drama|Mystery and Suspense,,Gina Goldman|Josh McKinney|Wayne Rice,106 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1678,PG,Action and Adventure|Drama|Mystery and Suspense,Jerry Jameson,Michael Scheff|David Spector,114 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1679,NR,Horror,,,97 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1681,NR,Art House and International|Drama,,,94 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1682,PG-13,Drama,Clint Eastwood,Dorothy Blyskal,120 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1684,PG,Comedy,Alan Metter,Amy Spies,90 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1689,NR,Classics|Drama,Carol Reed,Philip Dunne|Carol Reed,140 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1692,PG,Classics|Drama|Musical and Performing Arts,Claude Whatham,Ray Connolly,90 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1696,R,Art House and International|Comedy|Drama,Paolo Taviani|Vittorio Taviani,Tonino Guerra|Paolo Taviani|Vittorio Taviani,188 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1698,PG,Comedy|Kids and Family,,John Hughes,94 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1699,G,Animation|Comedy|Kids and Family,Phil Roman,Dennis Marks,80 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1700,NR,Drama,Loc Do,,119 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1701,R,Action and Adventure|Drama|Mystery and Suspense,Scott Reynolds,Scott Reynolds,105 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1702,PG-13,Documentary|Drama,Robert Towne,Kenny Moore|Robert Towne,119 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1703,PG,Art House and International|Classics|Drama,Akira Kurosawa,Akira Kurosawa|Masato Ide,179 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1705,NR,Drama|Television,Ian Madden,Jimmy Gardner,120 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1710,PG-13,Action and Adventure|Classics|Drama,,,108 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1711,G,Comedy|Kids and Family,Garry Marshall,Shonda Rhimes,113 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1712,NR,Art House and International|Drama,Helma Sanders-Brahms,,105 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1714,NR,Drama,Anahita Ghazvinizadeh,Anahita Ghazvinizadeh,80 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1716,NR,Drama,Claude Gagnon,Claude Cagnon,113 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1720,R,Action and Adventure,John Badham,Peter Barsocchini|John Bishop,101 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1723,NR,Action and Adventure|Kids and Family,Karl Zwicky,Harry Cripps,83 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1724,R,Action and Adventure|Mystery and Suspense,Lee Tamahori,David Mamet,117 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1727,NR,Western,Joseph Santley,Olive Cooper,71 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1729,PG-13,Action and Adventure|Art House and International|Classics|Drama,Ridley Scott,Roselyne Bosch,142 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1730,PG,Action and Adventure|Comedy|Kids and Family|Science Fiction and Fantasy,John Pasquin,Leo Benvenuti|Steve Rudnick,97 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1731,R,Horror,Philippe Mora,Tom Holland,90 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1732,R,Action and Adventure|Drama,Peter Medak,Philip Ridley,119 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1733,NR,Drama,Nathan Hill,Nick Levy,90 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1734,NR,Classics|Drama|Musical and Performing Arts,George Cukor,Gene Allen|Wyatt Cooper,125 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1735,NR,Art House and International|Drama,Alain Tanner,Alain Tanner,108 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1736,NR,,,,
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1737,R,Horror,Robert Deubel,,96 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1738,NR,Drama,Emilio Ferrari,,120 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1739,NR,Documentary|Drama|Special Interest,Jayne Loader|Kevin Rafferty|Pierce Rafferty,,88 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1740,R,Action and Adventure,John Gray,Kevin Brodbin,91 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1741,PG-13,Action and Adventure|Art House and International|Comedy|Drama,Jim Goddard,Robert Bentley|Tony Kenrick|John Kohn,90 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1743,G,Animation|Kids and Family|Science Fiction and Fantasy,Art Vitello,,100 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1745,PG,Comedy|Drama,,Mike Marvin|Alex Matter,110 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1746,NR,Art House and International|Drama|Special Interest,Sergei Parajanov,Sergei Parajanov|Sayat Nova,90 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1749,PG-13,Drama|Mystery and Suspense|Romance,Jon Amiel,Nicholas Meyer|Sarah Kernochan|Anthony Shaffer|Charles Mitchell,114 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1752,R,Drama|Mystery and Suspense,Peter Hyams,Roderick Taylor|Peter Hyams,149 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1753,NR,Comedy,Paul Powell,,5 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1754,R,Drama|Horror|Mystery and Suspense,Eddie Davis,,97 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1756,NR,Art House and International|Drama,Nagisa Oshima,Toshiro Ishido|Nagisa Oshima,107 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1760,PG,Comedy|Kids and Family,Joe Pytka,Leo Benvenuti|Steve Rudnick|Timothy Harris|Herschel Weingrod,88 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1761,NR,Classics|Drama,Sidney Gilliat,Sidney Gilliat|Val Valentine,77 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1763,R,Action and Adventure|Science Fiction and Fantasy,Stephen Norrington,,120 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1765,R,Comedy|Horror,Rodman Flender,Terri Hughes|Ron Milbauer,92 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1768,NR,Documentary,Lina Mannheimer,,
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1769,PG,Comedy|Science Fiction and Fantasy,Rod Daniel,Matthew Weisman|Jeph Loeb,92 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1770,R,Action and Adventure|Drama|Mystery and Suspense,Robert Ginty,Robert Ginty|Thomas Baldwin,91 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1771,NR,Action and Adventure|Drama,Fritz Lang,Jan Lustig|Margaret Fitts,89 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1772,R,Horror|Science Fiction and Fantasy|Television|Romance,Sebastian Gutierrez,Sebastian Gutierrez,89 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1773,PG-13,Comedy,Paul Mazursky,Paul Mazursky|Leon Capetanos,104 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1776,R,Comedy|Drama,Paul Mazursky,Paul Mazursky,111 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1778,NR,Documentary|Special Interest,Hans Neiter,,79 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1779,PG,Action and Adventure|Drama|Mystery and Suspense|Special Interest,Richard Wallace,,91 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1781,PG-13,Comedy|Drama|Musical and Performing Arts|Romance,Peter Bogdanovich,Carol Heikkinen,116 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1784,NR,Action and Adventure|Classics,Byron Haskin,Borden Chase|James Hill,89 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",1787,R,Drama|Horror|Science Fiction and Fantasy,Cornel Wilde,Jefferson Pascal|Sean Forestal,97 minutes
